"TEST_DATA_ID","TEST_ID","REQ_ID","LOC_ID","SOC","REMAIN_FULL_SOC_TIME","VOLTAGE","CURRENT","REGIST_DT"
"2380267","837","1688569516","69","17.000","5700","452.00","0.00","2023-07-05 15:05:26"
"2380268","837","1688569516","69","17.000","5700","452.00","5.00","2023-07-05 15:05:26"
"2380269","837","1688569516","69","17.000","5700","452.00","4.00","2023-07-05 15:05:27"
"2380270","837","1688569516","69","17.000","5700","450.00","1.00","2023-07-05 15:05:27"
"2380271","837","1688569516","69","17.000","5700","450.00","1.00","2023-07-05 15:05:27"
"2380272","837","1688569516","69","17.000","5700","450.00","1.00","2023-07-05 15:05:27"
"2380273","837","1688569516","69","17.000","5700","451.00","1.00","2023-07-05 15:05:27"
"2380274","837","1688569516","69","17.000","5700","450.00","1.00","2023-07-05 15:05:27"
"2380275","837","1688569516","69","17.000","5700","450.00","2.00","2023-07-05 15:05:27"
"2380276","837","1688569516","69","17.000","5700","451.00","2.00","2023-07-05 15:05:27"
"2380277","837","1688569516","69","17.000","5700","451.00","5.00","2023-07-05 15:05:28"
"2380278","837","1688569516","69","17.000","5700","451.00","7.00","2023-07-05 15:05:28"
"2380279","837","1688569516","69","17.000","5700","450.00","8.00","2023-07-05 15:05:28"
"2380280","837","1688569516","69","17.000","5700","450.00","10.00","2023-07-05 15:05:28"
"2380281","837","1688569516","69","17.000","5700","451.00","12.00","2023-07-05 15:05:29"
"2380282","837","1688569516","69","17.000","5700","451.00","14.00","2023-07-05 15:05:29"
"2380283","837","1688569516","69","17.000","5700","452.00","17.00","2023-07-05 15:05:29"
"2380284","837","1688569516","69","17.000","5700","451.00","18.00","2023-07-05 15:05:29"
"2380285","837","1688569516","69","17.000","5700","450.00","20.00","2023-07-05 15:05:29"
"2380286","837","1688569516","69","17.000","5700","451.00","22.00","2023-07-05 15:05:30"
"2380287","837","1688569516","69","17.000","5700","451.00","38.00","2023-07-05 15:05:31"
"2380288","837","1688569516","69","17.000","5700","451.00","51.00","2023-07-05 15:05:32"
"2380289","837","1688569516","69","18.000","5700","451.00","57.00","2023-07-05 15:05:33"
"2380290","837","1688569516","69","18.000","5700","451.00","62.00","2023-07-05 15:05:33"
"2380291","837","1688569516","69","18.000","5700","451.00","63.00","2023-07-05 15:05:34"
"2380292","837","1688569516","69","18.000","5700","451.00","65.00","2023-07-05 15:05:34"
"2380293","837","1688569516","69","18.000","5700","451.00","67.00","2023-07-05 15:05:34"
"2380294","837","1688569516","69","18.000","5700","451.00","74.00","2023-07-05 15:05:35"
"2380295","837","1688569516","69","18.000","5700","451.00","88.00","2023-07-05 15:05:36"
"2380296","837","1688569516","69","18.000","5700","451.00","89.00","2023-07-05 15:05:36"
"2380297","837","1688569516","69","18.000","5700","451.00","91.00","2023-07-05 15:05:37"
"2380298","837","1688569516","69","18.000","5700","451.00","94.00","2023-07-05 15:05:37"
"2380299","837","1688569516","69","18.000","5700","451.00","96.00","2023-07-05 15:05:37"
"2380300","837","1688569516","69","18.000","5700","451.00","103.00","2023-07-05 15:05:38"
"2380301","837","1688569516","69","18.000","5700","451.00","106.00","2023-07-05 15:05:38"
"2380302","837","1688569516","69","18.000","5700","451.00","107.00","2023-07-05 15:05:38"
"2380303","837","1688569516","69","18.000","5700","452.00","110.00","2023-07-05 15:05:38"
"2380304","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:39"
"2380305","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:39"
"2380306","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:40"
"2380307","837","1688569516","69","18.000","5700","452.00","110.00","2023-07-05 15:05:40"
"2380308","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:40"
"2380309","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:40"
"2380310","837","1688569516","69","18.000","5700","452.00","111.00","2023-07-05 15:05:41"
"2380311","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:41"
"2380312","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:41"
"2380313","837","1688569516","69","18.000","5700","452.00","110.00","2023-07-05 15:05:41"
"2380314","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:42"
"2380315","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:42"
"2380316","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:42"
"2380317","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:42"
"2380318","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:43"
"2380319","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:43"
"2380320","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:44"
"2380321","837","1688569516","69","18.000","5700","452.00","110.00","2023-07-05 15:05:44"
"2380322","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:44"
"2380323","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:45"
"2380324","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:46"
"2380325","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:47"
"2380326","837","1688569516","69","18.000","5700","452.00","111.00","2023-07-05 15:05:48"
"2380327","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:48"
"2380328","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:48"
"2380329","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:48"
"2380330","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:49"
"2380331","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:49"
"2380332","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:49"
"2380333","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:50"
"2380334","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:50"
"2380335","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:50"
"2380336","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:50"
"2380337","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:51"
"2380338","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:51"
"2380339","837","1688569516","69","18.000","5700","452.00","111.00","2023-07-05 15:05:52"
"2380340","837","1688569516","69","18.000","0","451.00","111.00","2023-07-05 15:05:52"
"2380341","837","1688569516","69","18.000","5700","451.00","111.00","2023-07-05 15:05:53"
"2380342","837","1688569516","69","18.000","5700","451.00","110.00","2023-07-05 15:05:53"
"2380343","837","1688569516","69","18.000","5700","452.00","110.00","2023-07-05 15:05:53"
"2380344","837","1688569516","69","18.000","5640","451.00","110.00","2023-07-05 15:05:53"
"2380345","837","1688569516","69","18.000","5640","452.00","111.00","2023-07-05 15:05:54"
"2380346","837","1688569516","69","18.000","5640","451.00","111.00","2023-07-05 15:05:54"
"2380347","837","1688569516","69","18.000","5640","451.00","110.00","2023-07-05 15:05:55"
"2380348","837","1688569516","69","18.000","5640","451.00","110.00","2023-07-05 15:05:55"
"2380349","837","1688569516","69","18.000","5640","451.00","110.00","2023-07-05 15:05:55"
"2380350","837","1688569516","69","18.000","5640","451.00","110.00","2023-07-05 15:05:56"
"2380351","837","1688569516","69","18.000","5640","451.00","111.00","2023-07-05 15:05:56"
"2380352","837","1688569516","69","18.000","5640","451.00","110.00","2023-07-05 15:05:57"
"2380353","837","1688569516","69","18.000","5640","451.00","110.00","2023-07-05 15:05:58"
"2380354","837","1688569516","69","18.000","0","451.00","111.00","2023-07-05 15:05:58"
