Rack Voltage
0.0
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
815.4
