지점,지점명,일시,기온(°C),기온 QC플래그,일조(hr),일조 QC플래그,일사(MJ/m2),일사 QC플래그,전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
259,강진군,2021-12-24 4:00,-2,,,9,,9,8,0,,,1.4,,3.3,4.8,6.8,7.8
259,강진군,2021-12-24 5:00,-2.7,,,9,,9,0,0,,,1.3,,3.1,4.6,6.8,7.6
259,강진군,2021-12-24 6:00,-2.7,,,9,,9,0,0,,,1.1,,3,4.4,6.7,7.7
259,강진군,2021-12-24 7:00,-3,,,9,,9,0,0,,,1,,2.9,4.3,6.6,7.6
259,강진군,2021-12-24 8:00,-2.7,,0,,0.01,,0,0,,,1,,2.8,4.2,6.6,7.6
259,강진군,2021-12-24 9:00,-0.2,,0.6,,0.36,,0,0,,,1.5,,2.8,4.1,6.4,7.5
259,강진군,2021-12-24 10:00,1.6,,0.3,,0.65,,9,8,,12,3.3,,3.5,4.2,6.3,7.4
259,강진군,2021-12-24 11:00,4.7,,0,,0.75,,10,10,,12,4.8,,4.6,4.6,6.3,7.4
259,강진군,2021-12-24 12:00,8.1,,0.1,,0.97,,10,10,,11,7,,5.7,5.1,6.2,7.4
259,강진군,2021-12-24 13:00,10.7,,0.2,,1.32,,8,8,,11,7,,6.6,5.7,6.3,7.3
259,강진군,2021-12-24 14:00,10.4,,0.5,,1.5,,8,8,,10,7.4,,6.9,6.2,6.4,7.2
259,강진군,2021-12-24 15:00,10.3,,0,,0.71,,10,7,,10,7.4,,7.2,6.5,6.5,7.3
259,강진군,2021-12-24 16:00,8.8,,0.4,,0.72,,8,5,,3,7,,7.2,6.7,6.7,7.5
259,강진군,2021-12-24 17:00,7.6,,0,,0.14,,9,9,,2,6.5,,6.8,6.8,6.8,7.6
259,강진군,2021-12-24 18:00,6.1,,0,,0,,1,1,,1,5.9,,6.5,6.7,6.9,7.6
259,강진군,2021-12-24 19:00,5.2,,,9,,9,4,4,,2,5.4,,6.3,6.6,7.1,7.6
259,강진군,2021-12-24 20:00,4.7,,,9,,9,9,9,,2,5,,6,6.6,7,7.7
259,강진군,2021-12-24 21:00,3.5,,,9,,9,3,3,,3,4.3,,5.7,6.4,7.1,7.8
259,강진군,2021-12-24 22:00,2.6,,,9,,9,1,1,,3,3.9,,5.3,6.2,7.1,7.8
259,강진군,2021-12-24 23:00,2.4,,,9,,9,1,1,,3,3.9,,5.3,6,7.1,7.8
259,강진군,2021-12-25 0:00,1.9,,,9,,9,9,9,,3,3.6,,5.1,5.9,7.1,7.8
259,강진군,2021-12-25 1:00,1.3,,,9,,9,9,9,,3,2.9,,4.8,5.8,7,7.8
259,강진군,2021-12-25 2:00,0.6,,,9,,9,8,8,,3,2.6,,4.5,5.5,7.2,7.7
259,강진군,2021-12-25 3:00,0.3,,,9,,9,9,9,,3,2.2,,4.3,5.4,7,7.9
259,강진군,2021-12-25 4:00,0.1,,,9,,9,9,9,,2,1.7,,4.1,5.2,6.9,7.8
259,강진군,2021-12-25 5:00,-0.4,,,9,,9,9,8,,2,1.2,,3.9,5,6.9,7.8
259,강진군,2021-12-25 6:00,-1.4,,,9,,9,9,7,,2,1.1,,3.6,4.8,6.8,7.7
259,강진군,2021-12-25 7:00,-1.8,,,9,,9,9,3,,2,0.9,,3.4,4.7,6.7,7.7
259,강진군,2021-12-25 8:00,-2.1,,0,,0,,9,2,,2,0.8,,3.2,4.5,6.6,7.7
259,강진군,2021-12-25 9:00,-2,,0,,0.13,,9,4,,2,1,,3.3,4.4,6.5,7.7
259,강진군,2021-12-25 10:00,-1.6,,0,,0.45,,9,3,,2,1.7,,3.3,4.4,6.4,7.5
259,강진군,2021-12-25 11:00,-1.8,,0.1,,0.8,,10,5,,2,2,,3.6,4.3,6.5,7.5
259,강진군,2021-12-25 12:00,-2.1,,0.5,,1.47,,9,7,,2,2.6,,4,4.6,6.3,7.5
259,강진군,2021-12-25 13:00,-2.1,,0.7,,1.75,,10,3,,2,4,,4.2,4.6,6.3,7.5
259,강진군,2021-12-25 14:00,-2.5,,0.3,,1.25,,10,5,,2,3.1,,4.3,4.8,6.3,7.3
259,강진군,2021-12-25 15:00,-3.1,,0,,0.68,,9,5,,2,1.9,,4,4.8,6.4,7.3
259,강진군,2021-12-25 16:00,-2.9,,0,,0.37,,10,2,,2,1.3,,3.6,4.7,6.3,7.3
259,강진군,2021-12-25 17:00,-3.5,,0,,0.13,,10,3,,2,0.9,,3.3,4.5,6.3,7.4
259,강진군,2021-12-25 18:00,-3.8,,0,,0.02,,2,2,,2,0.2,,2.9,4.3,6.3,7.4
259,강진군,2021-12-25 19:00,-4.4,,,9,,9,10,3,,2,0.5,,2.7,4,6.2,7.3
259,강진군,2021-12-25 20:00,-3.9,,,9,,9,10,3,,2,0.6,,2.7,3.9,6.1,7.4
259,강진군,2021-12-25 21:00,-3.9,,,9,,9,10,5,,2,0.6,,2.6,3.8,6.1,7.3
259,강진군,2021-12-25 22:00,-4.6,,,9,,9,8,5,,1,0.3,,2.5,3.8,6,7.3
259,강진군,2021-12-25 23:00,-5.3,,,9,,9,10,2,,4,0,,2.2,3.6,5.9,7.1
259,강진군,2021-12-26 0:00,-5.5,,,9,,9,9,2,,3,-0.1,,2.1,3.5,5.9,7
259,강진군,2021-12-26 1:00,-5.9,,,9,,9,5,2,,1,-0.2,,1.8,3.3,5.9,7.1
259,강진군,2021-12-26 2:00,-6.3,,,9,,9,6,2,,1,-0.3,,1.6,3.2,5.6,7.1
259,강진군,2021-12-26 3:00,-6.7,,,9,,9,7,3,,2,-0.3,,1.6,3.1,5.6,7
259,강진군,2021-12-26 4:00,-6.8,,,9,,9,5,2,,2,-0.3,,1.4,3,5.6,6.9
259,강진군,2021-12-26 5:00,-7.2,,,9,,9,1,1,,3,-0.3,,1.5,2.9,5.5,6.9
259,강진군,2021-12-26 6:00,-7.3,,,9,,9,8,4,,4,-0.3,,1.5,2.8,5.3,6.9
259,강진군,2021-12-26 7:00,-7.6,,,9,,9,10,4,,4,-0.3,,1.3,2.8,5.3,6.7
259,강진군,2021-12-26 8:00,-7.6,,0,,0.01,,8,3,,3,-0.3,,1.3,2.7,5.3,6.7
259,강진군,2021-12-26 9:00,-7,,0.3,,0.28,,5,5,,3,-0.2,,1.4,2.7,5.2,6.6
259,강진군,2021-12-26 10:00,-5.8,,0.9,,0.91,,5,2,,2,0,,1.5,2.7,5.2,6.6
259,강진군,2021-12-26 11:00,-4.5,,1,,1.56,,3,1,,1,0.2,,1.8,2.8,5.2,6.5
259,강진군,2021-12-26 12:00,-3.7,,1,,1.97,,3,1,,2,0.7,,2.3,2.9,5,6.5
259,강진군,2021-12-26 13:00,-2.3,,1,,2.12,,3,0,,,1.6,,2.4,3,5.1,6.5
259,강진군,2021-12-26 14:00,-1.7,,1,,2,,3,0,,,1.4,,2.6,3.2,5,6.5
259,강진군,2021-12-26 15:00,-1.4,,0.9,,1.6,,0,0,,,1.3,,3.5,3.4,5.1,6.2
259,강진군,2021-12-26 16:00,-1.2,,0.7,,1.09,,6,6,,3,1.4,,3.5,3.5,5.1,6.3
259,강진군,2021-12-26 17:00,-2.3,,0,,0.24,,7,3,,3,1.2,,3,3.6,5.1,6.3
259,강진군,2021-12-26 18:00,-3,,0,,0.03,,1,1,,3,0.9,,2.7,3.5,5.1,6.3
259,강진군,2021-12-26 19:00,-3.9,,,9,,9,5,5,,5,0.5,,2.2,3.4,5.2,6.3
259,강진군,2021-12-26 20:00,-4.2,,,9,,9,0,0,,,0.2,,1.9,3.2,5.2,6.4
259,강진군,2021-12-26 21:00,-5.3,,,9,,9,0,0,,,0,,1.6,3,5.2,6.2
259,강진군,2021-12-26 22:00,-5.4,,,9,,9,0,0,,,-0.2,,1.4,2.9,5.1,6.4
259,강진군,2021-12-26 23:00,-6.7,,,9,,9,0,0,,,-0.2,,1.2,2.8,5.2,6.2
259,강진군,2021-12-27 0:00,-7.1,,,9,,9,1,1,,4,-0.2,,1.2,2.7,5.1,6.3
259,강진군,2021-12-27 1:00,-7.6,,,9,,9,4,4,,3,-0.3,,1,2.6,5.1,6.2
259,강진군,2021-12-27 2:00,-8,,,9,,9,10,1,,2,-0.4,,1,2.5,4.9,6.2
259,강진군,2021-12-27 3:00,-6.5,,,9,,9,10,5,,3,-0.3,,1.1,2.5,4.8,6.1
259,강진군,2021-12-27 4:00,-6.7,,,9,,9,1,1,,2,-0.3,,1.1,2.4,4.9,6.2
259,강진군,2021-12-27 5:00,-6.8,,,9,,9,1,1,,3,-0.3,,0.9,2.4,4.8,6
259,강진군,2021-12-27 6:00,-7.6,,,9,,9,1,0,,,-0.4,,0.8,2.3,4.7,6
259,강진군,2021-12-27 7:00,-7.9,,,9,,9,0,0,,,-0.5,,0.7,2.2,4.7,6.1
259,강진군,2021-12-27 8:00,-7.6,,0,,0.01,,0,0,,,-0.5,,0.6,2.2,4.6,6
259,강진군,2021-12-27 9:00,-4.6,,0.7,,0.4,,1,0,,,-0.4,,0.6,2.1,4.7,5.9
259,강진군,2021-12-27 10:00,-2.5,,1,,1.07,,0,0,,,-0.4,,1,2.2,4.6,5.8
259,강진군,2021-12-27 11:00,-0.8,,1,,1.52,,0,0,,,-0.3,,1.5,2.2,4.5,5.7
259,강진군,2021-12-27 12:00,0.5,,1,,1.91,,0,0,,,-0.2,,1.8,2.2,4.4,5.8
259,강진군,2021-12-27 13:00,2.4,,1,,2.03,,5,0,,,1.3,,2.1,2.4,4.4,5.7
259,강진군,2021-12-27 14:00,2,,0.1,,0.91,,8,8,,4,1.8,,2.9,2.7,4.3,5.8
259,강진군,2021-12-27 15:00,2.1,,0,,0.65,,8,8,,4,2.3,,3.3,3,4.4,5.7
259,강진군,2021-12-27 16:00,2.1,,0,,0.41,,9,9,,4,2.2,,3.3,3.3,4.5,5.7
259,강진군,2021-12-27 17:00,1.6,,0,,0.15,,8,8,,4,1.7,,3.3,3.4,4.6,5.7
259,강진군,2021-12-27 18:00,0.9,,0,,0.02,,3,3,,4,1.4,,3,3.4,4.7,5.7
259,강진군,2021-12-27 19:00,1.1,,,9,,9,8,8,,4,1.3,,2.8,3.4,4.7,5.7
259,강진군,2021-12-27 20:00,0,,,9,,9,3,3,,4,0.9,,2.6,3.3,4.7,5.7
259,강진군,2021-12-27 21:00,-1.3,,,9,,9,4,2,,40,0.4,,2.3,3.2,4.8,5.6
259,강진군,2021-12-27 22:00,-2.3,,,9,,9,0,0,,,0.2,,1.9,3.1,4.8,5.7
259,강진군,2021-12-27 23:00,-2.6,,,9,,9,1,1,,4,0.2,,1.8,2.9,4.8,5.8
259,강진군,2021-12-28 0:00,-1.8,,,9,,9,1,1,,4,0.7,,1.9,2.8,4.7,5.9
259,강진군,2021-12-28 1:00,-1.2,,,9,,9,10,10,,4,0.7,,1.9,2.9,4.8,5.7
259,강진군,2021-12-28 2:00,-0.6,,,9,,9,9,9,,4,0.9,,2.2,2.9,4.6,5.8
259,강진군,2021-12-28 3:00,-0.7,,,9,,9,1,1,,4,1,,2.3,2.9,4.7,5.8
259,강진군,2021-12-28 4:00,-0.9,,,9,,9,1,1,,4,1,,2.4,3,4.7,5.8
259,강진군,2021-12-28 5:00,-0.8,,,9,,9,4,4,,4,1.2,,2.4,3,4.7,5.8
259,강진군,2021-12-28 6:00,-1.3,,,9,,9,2,2,,4,0.9,,2.3,3.1,4.7,5.7
259,강진군,2021-12-28 7:00,-2.4,,,9,,9,7,7,,4,0.4,,1.9,3.1,4.7,5.7
259,강진군,2021-12-28 8:00,-2.9,,0,,0.01,,1,0,,,0.2,,1.7,2.9,4.7,5.8
259,강진군,2021-12-28 9:00,-0.4,,0.6,,0.37,,3,0,,,0.6,,1.8,2.8,4.7,5.8
259,강진군,2021-12-28 10:00,1.1,,0.9,,0.9,,5,0,,,1.5,,2.3,2.9,4.6,5.7
259,강진군,2021-12-28 11:00,3.9,,0,,0.87,,9,9,,4,3.6,,3.3,3.2,4.6,5.5
259,강진군,2021-12-28 12:00,6.7,,0.1,,1.12,,8,8,,4,4.8,,4.4,3.8,4.6,5.8
259,강진군,2021-12-28 13:00,7,,0.1,,1.04,,9,9,,4,5.5,,5,4.2,4.7,5.7
259,강진군,2021-12-28 14:00,7.1,,0,,0.7,,9,9,,4,5.6,,5,4.6,4.8,5.7
259,강진군,2021-12-28 15:00,6.9,,0,,0.5,,9,9,,4,5.3,,5,4.8,5,5.6
259,강진군,2021-12-28 16:00,6.6,,0,,0.27,,9,9,,4,5.1,,5,4.9,5.2,5.9
259,강진군,2021-12-28 17:00,6.3,,0,,0.1,,9,9,,5,4.7,,4.9,4.9,5.2,6
259,강진군,2021-12-28 18:00,5.1,,0,,0.02,,2,2,,5,4.2,,4.7,4.9,5.4,6
259,강진군,2021-12-28 19:00,3.8,,,9,,9,1,1,,5,3.8,,4.5,4.9,5.5,6
259,강진군,2021-12-28 20:00,1.9,,,9,,9,9,4,,17,3.1,,4,4.8,5.4,6
259,강진군,2021-12-28 21:00,1,,,9,,9,7,2,,5,2.5,,3.7,4.6,5.5,6.2
259,강진군,2021-12-28 22:00,-0.3,,,9,,9,6,6,,14,2.2,,3.3,4.4,5.5,6.1
259,강진군,2021-12-28 23:00,0,,,9,,9,8,8,,14,2.1,,3.4,4.3,5.5,6.2
259,강진군,2021-12-29 0:00,-0.1,,,9,,9,9,9,,10,2.3,,3.3,4.2,5.4,6.2
259,강진군,2021-12-29 1:00,-0.3,,,9,,9,9,9,,11,2.1,,3.4,4.1,5.4,6.3
259,강진군,2021-12-29 2:00,-1.7,,,9,,9,0,0,,,1.5,,2.8,4,5.5,6.1
259,강진군,2021-12-29 3:00,-1.4,,,9,,9,1,1,,4,1.5,,2.9,3.8,5.3,6.2
259,강진군,2021-12-29 4:00,-0.6,,,9,,9,10,2,,7,1.8,,2.8,3.8,5.3,6.2
259,강진군,2021-12-29 5:00,-0.6,,,9,,9,10,6,,5,1.9,,3.1,3.8,5.3,6.3
259,강진군,2021-12-29 6:00,-0.2,,,9,,9,1,1,,3,2,,3,3.8,5.3,6.2
259,강진군,2021-12-29 7:00,-0.4,,,9,,9,2,2,,3,1.9,,3,3.8,5.2,6.2
259,강진군,2021-12-29 8:00,-0.1,,0,,0.01,,0,0,,,2,,3,3.8,5.2,6.1
259,강진군,2021-12-29 9:00,1.2,,0.1,,0.21,,9,4,,6,2.8,,3.3,3.8,5.2,6.1
259,강진군,2021-12-29 10:00,2.8,,0.1,,0.48,,8,6,,3,3.6,,3.7,4,5.2,6
259,강진군,2021-12-29 11:00,7.9,,0.5,,1.02,,6,2,,9,4.7,,4.6,4.3,5.2,6.1
259,강진군,2021-12-29 12:00,8.5,,0.4,,0.98,,6,0,,,5.4,,5.1,4.7,5.1,6.2
259,강진군,2021-12-29 13:00,9.1,,0.3,,1.1,,9,6,,4,6.5,,5.5,5,5.3,6.2
259,강진군,2021-12-29 14:00,9.2,,0.4,,1.17,,7,6,,4,6.6,,6,5.3,5.5,6
259,강진군,2021-12-29 15:00,8.8,,0.6,,1.22,,8,4,,4,6.5,,6.4,5.6,5.5,6.1
259,강진군,2021-12-29 16:00,8.5,,0.2,,0.47,,8,3,,5,5.8,,6,5.7,5.6,6.2
259,강진군,2021-12-29 17:00,7.9,,0,,0.17,,7,3,,4,5.2,,5.9,5.7,5.7,6.4
259,강진군,2021-12-29 18:00,7.5,,0,,0.02,,0,0,,,4.8,,5.5,5.6,5.9,6.4
259,강진군,2021-12-29 19:00,6.9,,,9,,9,0,0,,,4.5,,5.3,5.6,5.9,6.4
259,강진군,2021-12-29 20:00,6,,,9,,9,4,4,,4,3.9,,5,5.5,6,6.4
259,강진군,2021-12-29 21:00,5.8,,,9,,9,10,2,,5,3.7,,4.9,5.3,6,6.5
259,강진군,2021-12-29 22:00,5.8,,,9,,9,10,3,,3,3.8,,4.8,5.2,6,6.5
259,강진군,2021-12-29 23:00,5,,,9,,9,8,3,,3,3.6,,4.8,5.2,5.9,6.6
259,강진군,2021-12-30 0:00,4.5,,,9,,9,7,5,,,3.4,,4.5,5.1,6,6.6
259,강진군,2021-12-30 1:00,4.2,,,9,,9,8,7,,3,3.3,,4.5,5,6,6.7
259,강진군,2021-12-30 2:00,3.7,,,9,,9,7,4,,3,3.1,,4.4,4.9,6.1,6.7
259,강진군,2021-12-30 3:00,3.7,,,9,,9,7,7,,4,3.2,,4.2,4.9,6,6.6
259,강진군,2021-12-30 4:00,3.4,,,9,,9,3,3,,3,2.8,,4.1,4.8,5.9,6.7
259,강진군,2021-12-30 5:00,3,,,9,,9,8,6,,3,2.7,,4,4.7,5.9,6.7
259,강진군,2021-12-30 6:00,2.5,,,9,,9,8,4,,2,2.6,,3.9,4.6,5.9,6.5
259,강진군,2021-12-30 7:00,1.9,,,9,,9,0,0,,,2.2,,3.8,4.6,5.8,6.6
259,강진군,2021-12-30 8:00,1.2,,0,,0.01,,0,0,,,1.5,,3.4,4.4,5.9,6.6
259,강진군,2021-12-30 9:00,1.6,,0.6,,0.31,,2,2,,3,1.6,,3.4,4.3,5.8,6.6
259,강진군,2021-12-30 10:00,2.8,,1,,1.01,,5,1,,4,2.7,,3.8,4.3,5.7,6.7
259,강진군,2021-12-30 11:00,3.4,,0.7,,1.47,,7,7,,3,4.7,,4.8,4.6,5.7,6.6
259,강진군,2021-12-30 12:00,3.7,,0.9,,1.99,,5,5,,3,5.9,,5.8,5.1,5.7,6.5
259,강진군,2021-12-30 13:00,4.1,,0.3,,1.22,,7,7,,3,5.8,,5.6,5.3,5.8,6.5
259,강진군,2021-12-30 14:00,5.7,,0.8,,1.92,,8,8,,3,6.6,,5.8,5.5,5.8,6.6
259,강진군,2021-12-30 15:00,5.5,,0.7,,1.62,,8,8,,4,6.2,,6.4,5.8,5.9,6.5
259,강진군,2021-12-30 16:00,5.1,,0.1,,0.45,,9,5,,4,5.1,,5.7,5.8,6.1,6.7
259,강진군,2021-12-30 17:00,5.5,,0.3,,0.34,,7,4,,5,4.2,,5.4,5.7,6.1,6.7
259,강진군,2021-12-30 18:00,5.2,,0,,0.02,,7,3,,5,3.3,,5,5.5,6.2,6.7
259,강진군,2021-12-30 19:00,5.2,,,9,,9,6,5,,5,3,,4.7,5.4,6.1,6.7
259,강진군,2021-12-30 20:00,3.9,,,9,,9,3,2,,3,3,,4.4,5.1,6.2,6.8
259,강진군,2021-12-30 21:00,2.8,,,9,,9,5,2,,2,2.8,,4.1,5,6.2,6.8
259,강진군,2021-12-30 22:00,1.9,,,9,,9,10,9,,2,2.8,,4,5,6.1,6.9
259,강진군,2021-12-30 23:00,2,,,9,,9,4,3,,3,2.4,,3.9,4.9,6.1,6.8
259,강진군,2021-12-31 0:00,1.5,,,9,,9,3,2,,,2.1,,3.8,4.8,6.1,6.8
259,강진군,2021-12-31 1:00,1.7,,,9,,9,1,1,,3,1.8,,3.6,4.7,6.1,6.8
259,강진군,2021-12-31 2:00,1.7,,,9,,9,8,4,,4,1.3,,3.5,4.5,6,6.9
259,강진군,2021-12-31 3:00,0.2,,,9,,9,10,4,,1,1.7,,3.4,4.4,6,6.8
259,강진군,2021-12-31 4:00,-0.4,,,9,,9,6,4,,2,1.4,,3.3,4.3,5.9,6.7
259,강진군,2021-12-31 5:00,-1.3,,,9,,9,0,0,,,1.2,,3.1,4.2,5.8,6.6
259,강진군,2021-12-31 6:00,-2,,,9,,9,4,4,,3,0.8,,2.9,4.1,5.8,6.6
259,강진군,2021-12-31 7:00,-2,,,9,,9,5,1,,4,0.6,,2.7,4,5.8,6.7
259,강진군,2021-12-31 8:00,-2.5,,0,,0.01,,7,2,,3,0.4,,2.6,3.8,5.6,6.7
259,강진군,2021-12-31 9:00,-1.3,,0.5,,0.29,,4,1,,3,0.6,,2.4,3.7,5.7,6.6
259,강진군,2021-12-31 10:00,0.1,,1,,0.95,,2,1,,40,1,,2.8,3.6,5.6,6.6
259,강진군,2021-12-31 11:00,1.1,,0.9,,1.4,,3,2,,3,2.2,,3.6,3.8,5.5,6.5
259,강진군,2021-12-31 12:00,2.1,,0.9,,1.68,,4,0,,,3.3,,4.3,4.2,5.4,6.6
259,강진군,2021-12-31 13:00,1.1,,0.4,,1.16,,8,8,,2,3.8,,4.5,4.3,5.4,6.4
259,강진군,2021-12-31 14:00,1.4,,0.2,,1.05,,9,7,,2,3.9,,4.7,4.5,5.6,6.3
259,강진군,2021-12-31 15:00,1.3,,0,,0.73,,9,6,,2,4.3,,4.8,4.8,5.6,6.4
259,강진군,2021-12-31 16:00,0.6,,0.1,,0.44,,9,6,,2,3.3,,4.6,4.8,5.7,6.5
259,강진군,2021-12-31 17:00,0.1,,0,,0.2,,9,7,,2,2.5,,4.1,4.8,5.6,6.4
259,강진군,2021-12-31 18:00,-0.6,,0,,0.03,,0,0,,,1.6,,3.5,4.5,5.7,6.5
259,강진군,2021-12-31 19:00,-0.8,,,9,,9,4,1,,3,1,,3.1,4.3,5.7,6.4
259,강진군,2021-12-31 20:00,-1,,,9,,9,4,0,,,0.6,,2.7,4.1,5.6,6.4
259,강진군,2021-12-31 21:00,-1.5,,,9,,9,0,0,,,0.3,,2.5,3.8,5.6,6.5
259,강진군,2021-12-31 22:00,-2.3,,,9,,9,2,0,,,0.2,,2.3,3.7,5.5,6.4
259,강진군,2021-12-31 23:00,-2.3,,,9,,9,10,0,,,0.1,,2,3.5,5.5,6.4
259,강진군,2022-01-01 0:00,-2.8,,,9,,9,6,0,,,-0.1,,2,3.3,5.4,6.4
