datetime,voltage,current,state,dischargeAh
2022-05-17 10:27:47,15.20203,0.038089,standby,0
2022-05-17 10:27:48,15.20122,0.038241,standby,0
2022-05-17 10:27:49,15.19824,0.039891,standby,0
2022-05-17 10:27:50,15.20059,0.043338,standby,0
2022-05-17 10:27:51,15.20056,0.035077,standby,0
2022-05-17 10:27:52,15.19978,0.036764,standby,0
2022-05-17 10:27:54,15.20208,0.041786,standby,0
2022-05-17 10:27:55,15.2021,0.038275,standby,0
2022-05-17 10:27:56,15.20212,0.031438,standby,0
2022-05-17 10:27:57,15.20142,0.039781,standby,0
2022-05-17 10:27:58,15.19684,0.031316,standby,0
2022-05-17 10:27:59,15.20212,0.039671,standby,0
2022-05-17 10:28:00,15.1999,0.041397,standby,0
2022-05-17 10:28:02,15.20446,0.041245,standby,0
2022-05-17 10:28:03,15.19609,0.039442,standby,0
2022-05-17 10:28:04,15.20209,0.03423,standby,0
2022-05-17 10:28:05,15.19982,0.034205,standby,0
2022-05-17 10:28:06,15.19834,0.034141,standby,0
2022-05-17 10:28:07,15.19834,0.039163,standby,0
2022-05-17 10:28:08,15.19912,0.035939,standby,0
2022-05-17 10:28:09,15.19913,0.041126,standby,0
2022-05-17 10:28:10,15.19688,0.039332,standby,0
2022-05-17 10:28:11,15.20063,0.039306,standby,0
2022-05-17 10:28:12,15.2021,0.030838,standby,0
2022-05-17 10:28:14,15.20214,0.032733,standby,0
2022-05-17 10:28:15,15.19761,0.037581,standby,0
2022-05-17 10:28:16,15.2021,0.040965,standby,0
2022-05-17 10:28:17,15.20283,0.034188,standby,0
2022-05-17 10:28:18,15.20205,0.03253,standby,0
2022-05-17 10:28:19,15.19977,0.034281,standby,0
2022-05-17 10:28:20,15.19896,0.034357,standby,0
2022-05-17 10:28:21,15.20194,0.04462,standby,0
2022-05-17 10:28:22,15.20271,0.043071,standby,0
2022-05-17 10:28:24,15.19669,0.041536,standby,0
2022-05-17 10:28:25,15.2012,0.034666,standby,0
2022-05-17 10:28:26,15.19893,0.049781,standby,0
2022-05-17 10:28:27,15.19809,0.041363,standby,0
2022-05-17 10:28:28,15.1959,0.04135,standby,0
2022-05-17 10:28:29,15.20345,0.044755,standby,0
2022-05-17 10:28:30,15.19664,0.036167,standby,0
2022-05-17 10:28:31,15.19825,0.036253,standby,0
2022-05-17 10:28:32,15.19978,0.041202,standby,0
2022-05-17 10:28:33,15.19601,0.041219,standby,0
2022-05-17 10:28:34,15.20052,0.04292,standby,0
2022-05-17 10:28:35,15.20207,0.041135,standby,0
2022-05-17 10:28:37,14.54686,-74.0452,Discharge,-2490
2022-05-17 10:28:37,14.55973,-74.02493,Discharge,-1256
2022-05-17 10:28:38,14.53247,-73.99632,Discharge,-25307
2022-05-17 10:28:38,14.53774,-74.00644,Discharge,-19757
2022-05-17 10:28:39,14.52637,-73.99796,Discharge,-47713
2022-05-17 10:28:39,14.52944,-73.99796,Discharge,-40313
2022-05-17 10:28:40,14.51657,-73.99954,Discharge,-69913
2022-05-17 10:28:40,14.51961,-74.00804,Discharge,-60868
2022-05-17 10:28:40,14.5189,-74.00633,Discharge,-81424
2022-05-17 10:28:41,14.51205,-74.0097,Discharge,-92318
2022-05-17 10:28:41,14.50905,-73.99444,Discharge,-101980
2022-05-17 10:28:42,14.50455,-73.99271,Discharge,-114313
2022-05-17 10:28:43,14.50301,-74.00108,Discharge,-122535
2022-05-17 10:28:43,14.5015,-73.98933,Discharge,-136719
2022-05-17 10:28:44,14.49622,-73.99437,Discharge,-143091
2022-05-17 10:28:44,14.49326,-74.00958,Discharge,-158713
2022-05-17 10:28:45,14.49251,-74.00621,Discharge,-163646
2022-05-17 10:28:45,14.48723,-73.99773,Discharge,-181118
2022-05-17 10:28:46,14.48497,-73.9994,Discharge,-184202
2022-05-17 10:28:46,14.48038,-74.00632,Discharge,-203319
2022-05-17 10:28:46,14.48265,-73.99788,Discharge,-204758
2022-05-17 10:28:47,14.47958,-74.0013,Discharge,-225519
2022-05-17 10:28:47,14.47958,-74.01311,Discharge,-225313
2022-05-17 10:28:48,14.47278,-74.00806,Discharge,-247924
2022-05-17 10:28:48,14.47655,-74.01143,Discharge,-245869
2022-05-17 10:28:50,14.47202,-74.00455,Discharge,-270124
2022-05-17 10:28:50,14.47279,-73.99949,Discharge,-266424
2022-05-17 10:28:51,14.46832,-74.01289,Discharge,-292530
2022-05-17 10:28:51,14.46755,-74.00951,Discharge,-286980
2022-05-17 10:28:52,14.46302,-74.00944,Discharge,-314730
2022-05-17 10:28:52,14.4668,-74.00274,Discharge,-307535
2022-05-17 10:28:53,14.45621,-73.99588,Discharge,-336930
2022-05-17 10:28:53,14.46303,-73.99754,Discharge,-328091
2022-05-17 10:28:53,14.4615,-73.99416,Discharge,-348646
2022-05-17 10:28:54,14.45392,-73.98241,Discharge,-359335
2022-05-17 10:28:54,14.45317,-74.00266,Discharge,-369202
2022-05-17 10:28:55,14.45463,-73.9959,Discharge,-381741
2022-05-17 10:28:56,14.45161,-73.99249,Discharge,-389758
2022-05-17 10:28:56,14.44478,-74.00935,Discharge,-404146
2022-05-17 10:28:57,14.44628,-74.00594,Discharge,-410313
2022-05-17 10:28:57,14.44103,-73.9975,Discharge,-426346
2022-05-17 10:28:58,14.44632,-73.99249,Discharge,-430868
2022-05-17 10:28:58,14.44257,-73.99586,Discharge,-449368
2022-05-17 10:28:59,14.43955,-74.00093,Discharge,-451423
2022-05-17 10:28:59,14.43583,-74.00761,Discharge,-471773
2022-05-17 10:28:59,14.43659,-74.0093,Discharge,-471978
2022-05-17 10:29:00,14.43361,-73.99577,Discharge,-493767
2022-05-17 10:29:00,14.43286,-74.00083,Discharge,-492534
2022-05-17 10:29:02,14.42912,-73.99752,Discharge,-516378
2022-05-17 10:29:02,14.43518,-73.99919,Discharge,-513089
2022-05-17 10:29:03,14.43216,-73.9959,Discharge,-538783
2022-05-17 10:29:03,14.4291,-73.99757,Discharge,-533644
2022-05-17 10:29:04,14.42236,-74.00775,Discharge,-560983
2022-05-17 10:29:04,14.41702,-74.00266,Discharge,-554200
2022-05-17 10:29:05,14.42542,-73.99776,Discharge,-583184
2022-05-17 10:29:05,14.41935,-73.99773,Discharge,-574756
2022-05-17 10:29:06,14.4186,-73.9978,Discharge,-605384
2022-05-17 10:29:06,14.41256,-74.00285,Discharge,-595311
2022-05-17 10:29:06,14.41562,-74.00291,Discharge,-615867
2022-05-17 10:29:07,14.41408,-73.9995,Discharge,-627789
2022-05-17 10:29:08,14.41031,-74.00628,Discharge,-636423
2022-05-17 10:29:08,14.41024,-73.99786,Discharge,-650195
2022-05-17 10:29:09,14.40874,-74.00125,Discharge,-656978
2022-05-17 10:29:09,14.40497,-74.00476,Discharge,-672395
2022-05-17 10:29:10,14.40875,-74.00475,Discharge,-677534
2022-05-17 10:29:10,14.40648,-73.99791,Discharge,-694595
2022-05-17 10:29:11,14.40574,-73.99793,Discharge,-698090
2022-05-17 10:29:11,14.40276,-74.00638,Discharge,-716795
2022-05-17 10:29:12,14.40655,-74.00807,Discharge,-718645
2022-05-17 10:29:12,14.40124,-73.99635,Discharge,-739202
2022-05-17 10:29:12,14.40124,-73.99635,Discharge,-739202
2022-05-17 10:29:13,14.39594,-73.9997,Discharge,-761402
2022-05-17 10:29:13,14.39971,-74.0014,Discharge,-759758
2022-05-17 10:29:15,14.39371,-74.00658,Discharge,-783808
2022-05-17 10:29:15,14.39293,-73.99304,Discharge,-780313
2022-05-17 10:29:16,14.39218,-74.0033,Discharge,-807858
2022-05-17 10:29:16,14.39445,-74.00499,Discharge,-800869
2022-05-17 10:29:17,14.38689,-74.00003,Discharge,-830880
2022-05-17 10:29:17,14.3884,-73.99831,Discharge,-821425
2022-05-17 10:29:17,14.38844,-74.00343,Discharge,-841980
2022-05-17 10:29:18,14.38921,-74.00507,Discharge,-853080
2022-05-17 10:29:18,14.38387,-74.0034,Discharge,-862536
2022-05-17 10:29:19,14.38087,-73.9984,Discharge,-875280
2022-05-17 10:29:20,14.38389,-74.00353,Discharge,-883091
2022-05-17 10:29:20,14.38007,-73.99001,Discharge,-897686
2022-05-17 10:29:21,14.37855,-74.01199,Discharge,-903647
2022-05-17 10:29:21,14.377,-73.98496,Discharge,-919886
2022-05-17 10:29:22,14.37776,-74.0052,Discharge,-924203
2022-05-17 10:29:22,14.37696,-74.0086,Discharge,-942086
2022-05-17 10:29:23,14.37392,-74.00357,Discharge,-944758
2022-05-17 10:29:23,14.3747,-74.00181,Discharge,-964491
2022-05-17 10:29:23,14.3747,-74.00349,Discharge,-965314
2022-05-17 10:29:24,14.3679,-74.01205,Discharge,-986692
2022-05-17 10:29:24,14.36865,-74.00529,Discharge,-985869
2022-05-17 10:29:25,14.37243,-74.00191,Discharge,-1008892
2022-05-17 10:29:26,14.37092,-73.99854,Discharge,-1006425
2022-05-17 10:29:27,14.36643,-73.99678,Discharge,-1031297
2022-05-17 10:29:27,14.36869,-74.00016,Discharge,-1026980
2022-05-17 10:29:28,14.37023,-74.00186,Discharge,-1053497
2022-05-17 10:29:28,14.36948,-74.00191,Discharge,-1047536
2022-05-17 10:29:29,14.36188,-74.00175,Discharge,-1075903
2022-05-17 10:29:29,14.36414,-74.00509,Discharge,-1068092
2022-05-17 10:29:30,14.36261,-73.99834,Discharge,-1098103
2022-05-17 10:29:30,14.36262,-74.00169,Discharge,-1088647
2022-05-17 10:29:30,14.35878,-74.00509,Discharge,-1109203
2022-05-17 10:29:31,14.35954,-74.00335,Discharge,-1120303
2022-05-17 10:29:31,14.35576,-73.99832,Discharge,-1129758
2022-05-17 10:29:32,14.3603,-73.99496,Discharge,-1142708
2022-05-17 10:29:33,14.35576,-73.99834,Discharge,-1150313
2022-05-17 10:29:33,14.35722,-74.01352,Discharge,-1165936
2022-05-17 10:29:34,14.35421,-74.00003,Discharge,-1170869
2022-05-17 10:29:34,14.35125,-74.00857,Discharge,-1188136
2022-05-17 10:29:35,14.35124,-73.98997,Discharge,-1191425
2022-05-17 10:29:35,14.35048,-73.98663,Discharge,-1210542
2022-05-17 10:29:35,14.34821,-74.0052,Discharge,-1211981
2022-05-17 10:29:36,14.35056,-74.00513,Discharge,-1232743
2022-05-17 10:29:36,14.35131,-74.00176,Discharge,-1232537
2022-05-17 10:29:37,14.34229,-74.00187,Discharge,-1254943
2022-05-17 10:29:37,14.3476,-74.00187,Discharge,-1253093
2022-05-17 10:29:39,14.3423,-74.00014,Discharge,-1277348
2022-05-17 10:29:39,14.34531,-74.00694,Discharge,-1273648
2022-05-17 10:29:40,14.33857,-74.0083,Discharge,-1299548
2022-05-17 10:29:40,14.33858,-74.00159,Discharge,-1294203
2022-05-17 10:29:41,14.33707,-73.99659,Discharge,-1321748
