datetime,voltage,current,state,dischargeAh
2022-05-24 10:20:22,15.22716,0.039578,standby,0
2022-05-24 10:20:23,15.22945,0.037881,standby,0
2022-05-24 10:20:24,15.22713,0.039535,standby,0
2022-05-24 10:20:25,15.23013,0.03286,standby,0
2022-05-24 10:20:26,15.22859,0.031049,standby,0
2022-05-24 10:20:27,15.22484,0.036091,standby,0
2022-05-24 10:20:29,15.22712,0.034484,standby,0
2022-05-24 10:20:30,15.23248,0.034273,standby,0
2022-05-24 10:20:31,15.2294,0.041015,standby,0
2022-05-24 10:20:32,15.22796,0.037665,standby,0
2022-05-24 10:20:33,15.23259,0.035998,standby,0
2022-05-24 10:20:34,15.23256,0.030859,standby,0
2022-05-24 10:20:36,15.22882,0.03242,standby,0
2022-05-24 10:20:37,15.23565,0.04077,standby,0
2022-05-24 10:20:38,15.22725,0.035796,standby,0
2022-05-24 10:20:39,15.23103,0.03574,standby,0
2022-05-24 10:20:40,15.22722,0.040856,standby,0
2022-05-24 10:20:41,15.23112,0.035804,standby,0
2022-05-24 10:20:42,15.2311,0.044201,standby,0
2022-05-24 10:20:43,15.23108,0.040703,standby,0
2022-05-24 10:20:44,15.23033,0.037475,standby,0
2022-05-24 10:20:45,15.22953,0.037547,standby,0
2022-05-24 10:20:46,15.23409,0.030922,standby,0
2022-05-24 10:20:47,15.22881,0.034442,standby,0
2022-05-24 10:20:49,15.2296,0.04127,standby,0
2022-05-24 10:20:50,15.23039,0.039649,standby,0
2022-05-24 10:20:51,15.23113,0.03792,standby,0
2022-05-24 10:20:52,15.22955,0.041346,standby,0
2022-05-24 10:20:53,15.23262,0.036231,standby,0
2022-05-24 10:20:54,15.23258,0.031417,standby,0
2022-05-24 10:20:55,15.23039,0.033016,standby,0
2022-05-24 10:20:56,15.22888,0.032911,standby,0
2022-05-24 10:20:57,15.23265,0.039637,standby,0
2022-05-24 10:20:58,15.23035,0.03819,standby,0
2022-05-24 10:20:59,15.23182,0.041795,standby,0
2022-05-24 10:21:00,15.23481,0.043529,standby,0
2022-05-24 10:21:01,15.2303,0.041964,standby,0
2022-05-24 10:21:03,15.22727,0.033292,standby,0
2022-05-24 10:21:04,15.22805,0.041731,standby,0
2022-05-24 10:21:05,15.23332,0.035068,standby,0
2022-05-24 10:21:06,15.22491,0.036815,standby,0
2022-05-24 10:21:07,15.23093,0.045196,standby,0
2022-05-24 10:21:08,15.23015,0.038355,standby,0
2022-05-24 10:21:09,15.22713,0.041668,standby,0
2022-05-24 10:21:10,15.23319,0.034751,standby,0
2022-05-24 10:21:11,15.22718,0.033063,standby,0
2022-05-24 10:21:12,15.22862,0.041443,standby,0
2022-05-24 10:21:13,15.2331,0.024415,standby,0
2022-05-24 10:22:09,15.23024,0.03797,standby,0
2022-05-24 10:22:10,15.22722,0.032728,standby,0
2022-05-24 10:22:12,15.22953,0.03456,standby,0
2022-05-24 10:22:13,15.23478,0.041439,standby,0
2022-05-24 10:22:14,15.2311,0.041397,standby,0
2022-05-24 10:22:15,15.23255,0.038122,standby,0
2022-05-24 10:22:16,15.23182,0.044925,standby,0
2022-05-24 10:22:17,15.23103,0.036481,standby,0
2022-05-24 10:22:19,15.22953,0.041599,standby,0
2022-05-24 10:22:20,15.22804,0.029674,standby,0
2022-05-24 10:22:21,15.2311,0.036294,standby,0
2022-05-24 10:22:22,15.22962,0.03456,standby,0
2022-05-24 10:22:23,15.23036,0.036312,standby,0
2022-05-24 10:22:24,15.22956,0.038042,standby,0
2022-05-24 10:22:25,15.23182,0.036329,standby,0
2022-05-24 10:22:26,15.23178,0.043013,standby,0
2022-05-24 10:22:28,15.23028,0.032868,standby,0
2022-05-24 10:22:29,15.22949,0.03445,standby,0
2022-05-24 10:22:30,15.23253,0.034475,standby,0
2022-05-24 10:22:31,15.22792,0.041177,standby,0
2022-05-24 10:22:32,15.22873,0.034349,standby,0
2022-05-24 10:22:33,15.23175,0.032648,standby,0
2022-05-24 10:22:34,15.23173,0.031235,standby,0
2022-05-24 10:22:35,15.23022,0.034734,standby,0
2022-05-24 10:22:36,15.23102,0.046643,standby,0
2022-05-24 10:22:37,15.22949,0.029983,standby,0
2022-05-24 10:22:38,15.22948,0.045297,standby,0
2022-05-24 10:22:39,15.22873,0.038469,standby,0
2022-05-24 10:22:41,15.22716,0.039983,standby,0
2022-05-24 10:22:42,15.23176,0.034798,standby,0
2022-05-24 10:22:43,15.2318,0.036473,standby,0
2022-05-24 10:22:44,15.23105,0.0449,standby,0
2022-05-24 10:22:45,15.22808,0.041473,standby,0
2022-05-24 10:22:46,15.23111,0.044929,standby,0
2022-05-24 10:22:47,15.23336,0.049951,standby,0
2022-05-24 10:22:48,15.22734,0.049984,standby,0
2022-05-24 10:22:49,15.23033,0.043198,standby,0
2022-05-24 10:22:50,15.23181,0.049951,standby,0
2022-05-24 10:22:51,15.23021,0.039671,standby,0
2022-05-24 10:22:53,15.22869,0.041397,standby,0
2022-05-24 10:22:54,15.22869,0.046309,standby,0
2022-05-24 10:22:55,15.23474,-0.031544,Discharge,0
2022-05-24 10:22:55,14.59085,-74.08289,Discharge,-1132
2022-05-24 10:22:56,14.58477,-74.00522,Discharge,-12439
2022-05-24 10:22:56,14.57569,-73.99849,Discharge,-19634
2022-05-24 10:22:57,14.57117,-74.0036,Discharge,-34639
2022-05-24 10:22:58,14.56664,-73.99017,Discharge,-40189
2022-05-24 10:22:58,14.56661,-73.99692,Discharge,-56839
2022-05-24 10:22:59,14.56133,-73.99356,Discharge,-60744
2022-05-24 10:22:59,14.55752,-74.00376,Discharge,-78833
2022-05-24 10:23:00,14.55451,-74.00378,Discharge,-81300
2022-05-24 10:23:00,14.55297,-73.9987,Discharge,-101033
2022-05-24 10:23:00,14.54842,-73.98519,Discharge,-101855
2022-05-24 10:23:01,14.54543,-73.99203,Discharge,-123438
2022-05-24 10:23:01,14.54845,-74.00552,Discharge,-122411
2022-05-24 10:23:02,14.5408,-73.99714,Discharge,-145844
2022-05-24 10:23:02,14.54158,-74.00386,Discharge,-142966
2022-05-24 10:23:04,14.53398,-74.00392,Discharge,-168249
2022-05-24 10:23:04,14.53701,-74.00059,Discharge,-163521
2022-05-24 10:23:05,14.53099,-74.01733,Discharge,-190450
2022-05-24 10:23:05,14.53023,-74.0039,Discharge,-184078
2022-05-24 10:23:06,14.52796,-73.98344,Discharge,-212444
2022-05-24 10:23:06,14.53021,-73.99872,Discharge,-204633
2022-05-24 10:23:07,14.52338,-73.99534,Discharge,-234850
2022-05-24 10:23:07,14.52342,-74.00712,Discharge,-225189
2022-05-24 10:23:07,14.51735,-73.9886,Discharge,-245745
2022-05-24 10:23:08,14.51735,-73.99534,Discharge,-258489
2022-05-24 10:23:08,14.51731,-74.00716,Discharge,-266300
2022-05-24 10:23:09,14.51425,-74.00547,Discharge,-280689
2022-05-24 10:23:10,14.51502,-74.00378,Discharge,-286856
2022-05-24 10:23:10,14.50522,-74.01396,Discharge,-302889
2022-05-24 10:23:11,14.50595,-74.00043,Discharge,-307411
2022-05-24 10:23:11,14.50825,-74.00039,Discharge,-325089
2022-05-24 10:23:12,14.50219,-74.00549,Discharge,-327967
2022-05-24 10:23:12,14.50293,-74.00382,Discharge,-347495
2022-05-24 10:23:12,14.50218,-74.00213,Discharge,-348523
2022-05-24 10:23:13,14.49694,-73.99702,Discharge,-369900
2022-05-24 10:23:13,14.49845,-74.00377,Discharge,-369078
2022-05-24 10:23:14,14.49322,-74.00391,Discharge,-392101
2022-05-24 10:23:14,14.49321,-73.99546,Discharge,-389634
2022-05-24 10:23:16,14.48639,-73.98712,Discharge,-414506
2022-05-24 10:23:16,14.49094,-73.99217,Discharge,-410190
2022-05-24 10:23:17,14.48341,-73.99553,Discharge,-436706
2022-05-24 10:23:17,14.48492,-73.98714,Discharge,-430745
2022-05-24 10:23:18,14.48189,-73.99702,Discharge,-458905
2022-05-24 10:23:18,14.48267,-74.00722,Discharge,-451300
2022-05-24 10:23:19,14.47895,-74.0004,Discharge,-481106
2022-05-24 10:23:19,14.48041,-74.0004,Discharge,-471856
2022-05-24 10:23:19,14.4797,-73.98685,Discharge,-492411
2022-05-24 10:23:20,14.47666,-74.01724,Discharge,-503306
2022-05-24 10:23:20,14.47435,-74.00884,Discharge,-512967
2022-05-24 10:23:21,14.46978,-74.00378,Discharge,-525506
2022-05-24 10:23:21,14.47282,-74.00368,Discharge,-533523
2022-05-24 10:23:22,14.46448,-74.00204,Discharge,-547912
2022-05-24 10:23:23,14.46902,-74.00713,Discharge,-554079
2022-05-24 10:23:23,14.46751,-73.99532,Discharge,-570112
2022-05-24 10:23:24,14.46527,-73.99193,Discharge,-574634
2022-05-24 10:23:24,14.4638,-74.0022,Discharge,-592518
2022-05-24 10:23:25,14.46152,-74.00226,Discharge,-595190
2022-05-24 10:23:25,14.46225,-73.99556,Discharge,-614923
2022-05-24 10:23:25,14.45846,-73.99895,Discharge,-615745
2022-05-24 10:23:26,14.45998,-74.01076,Discharge,-637329
2022-05-24 10:23:26,14.45997,-74.01583,Discharge,-636301
2022-05-24 10:23:27,14.45237,-74.0006,Discharge,-660146
2022-05-24 10:23:27,14.45763,-73.99718,Discharge,-656857
2022-05-24 10:23:29,14.45152,-74.00064,Discharge,-682551
2022-05-24 10:23:29,14.45077,-74.00905,Discharge,-677413
2022-05-24 10:23:30,14.44468,-74.00231,Discharge,-704546
2022-05-24 10:23:30,14.45457,-74.00233,Discharge,-697968
2022-05-24 10:23:31,14.44845,-73.99892,Discharge,-726952
2022-05-24 10:23:31,14.44545,-73.99884,Discharge,-718524
2022-05-24 10:23:32,14.4469,-74.00224,Discharge,-749153
2022-05-24 10:23:32,14.4439,-74.0006,Discharge,-739080
2022-05-24 10:23:32,14.44011,-74.0023,Discharge,-759636
2022-05-24 10:23:33,14.44618,-74.00565,Discharge,-771353
2022-05-24 10:23:33,14.44163,-74.00393,Discharge,-780191
2022-05-24 10:23:34,14.43707,-74.0022,Discharge,-793758
2022-05-24 10:23:34,14.4363,-74.00388,Discharge,-800747
2022-05-24 10:23:35,14.43629,-73.99727,Discharge,-815958
2022-05-24 10:23:36,14.43478,-73.99725,Discharge,-821303
2022-05-24 10:23:36,14.43555,-73.99726,Discharge,-838158
2022-05-24 10:23:37,14.43254,-74.00909,Discharge,-841858
2022-05-24 10:23:37,14.4295,-73.99554,Discharge,-860564
2022-05-24 10:23:38,14.42949,-74.01748,Discharge,-862414
2022-05-24 10:23:38,14.42647,-74.01231,Discharge,-882969
2022-05-24 10:23:38,14.42647,-74.01231,Discharge,-882969
2022-05-24 10:23:39,14.42799,-73.99704,Discharge,-905169
2022-05-24 10:23:39,14.42799,-73.99198,Discharge,-903524
2022-05-24 10:23:40,14.42954,-73.99869,Discharge,-927574
2022-05-24 10:23:40,14.42728,-74.00204,Discharge,-924080
2022-05-24 10:23:42,14.41969,-74.00549,Discharge,-949774
2022-05-24 10:23:42,14.42423,-74.00887,Discharge,-944635
2022-05-24 10:23:43,14.41664,-74.00892,Discharge,-972590
2022-05-24 10:23:43,14.41513,-73.99541,Discharge,-965190
2022-05-24 10:23:44,14.41811,-73.99719,Discharge,-996024
2022-05-24 10:23:44,14.42189,-73.99378,Discharge,-985747
2022-05-24 10:23:44,14.41434,-74.009,Discharge,-1006302
2022-05-24 10:23:45,14.41513,-74.00391,Discharge,-1018430
2022-05-24 10:23:45,14.41132,-74.00397,Discharge,-1026857
2022-05-24 10:23:46,14.40985,-74.00391,Discharge,-1040630
2022-05-24 10:23:47,14.40759,-74.00556,Discharge,-1047413
2022-05-24 10:23:47,14.40911,-73.98697,Discharge,-1063036
2022-05-24 10:23:48,14.40684,-74.00555,Discharge,-1067969
2022-05-24 10:23:48,14.4091,-73.99197,Discharge,-1085236
2022-05-24 10:23:49,14.40683,-74.00378,Discharge,-1088525
2022-05-24 10:23:49,14.40611,-74.00214,Discharge,-1107435
2022-05-24 10:23:50,14.4046,-74.0089,Discharge,-1109080
2022-05-24 10:23:50,14.39933,-74.0005,Discharge,-1129636
2022-05-24 10:23:50,14.39933,-74.0005,Discharge,-1129636
2022-05-24 10:23:51,14.40541,-74.00228,Discharge,-1151836
2022-05-24 10:23:51,14.4024,-74.00903,Discharge,-1150191
2022-05-24 10:23:52,14.3979,-74.00738,Discharge,-1174242
2022-05-24 10:23:52,14.40093,-74.0023,Discharge,-1170747
2022-05-24 10:23:54,14.39639,-73.9957,Discharge,-1196442
2022-05-24 10:23:54,14.39939,-74.00243,Discharge,-1191302
2022-05-24 10:23:55,14.39413,-74.00411,Discharge,-1218641
2022-05-24 10:23:55,14.39866,-74.00081,Discharge,-1211858
2022-05-24 10:23:56,14.39265,-74.00073,Discharge,-1241047
2022-05-24 10:23:56,14.39037,-74.00237,Discharge,-1232414
2022-05-24 10:23:57,14.39339,-74.00584,Discharge,-1263248
2022-05-24 10:23:57,14.39038,-73.98557,Discharge,-1252969
2022-05-24 10:23:57,14.38585,-73.99576,Discharge,-1273525
2022-05-24 10:23:58,14.38662,-74.00254,Discharge,-1285447
2022-05-24 10:23:58,14.38662,-74.00265,Discharge,-1294081
2022-05-24 10:23:59,14.3919,-73.99921,Discharge,-1307647
2022-05-24 10:24:00,14.38807,-74.00936,Discharge,-1314636
2022-05-24 10:24:00,14.38655,-74.00761,Discharge,-1330053
2022-05-24 10:24:01,14.38273,-74.00083,Discharge,-1335192
2022-05-24 10:24:01,14.38806,-73.99753,Discharge,-1352253
2022-05-24 10:24:02,14.38351,-74.00768,Discharge,-1355748
2022-05-24 10:24:02,14.38205,-73.99245,Discharge,-1374658
2022-05-24 10:24:02,14.38052,-74.00087,Discharge,-1376303
2022-05-24 10:24:03,14.37976,-73.9974,Discharge,-1397065
2022-05-24 10:24:03,14.38203,-73.99403,Discharge,-1396859
2022-05-24 10:24:04,14.38121,-73.98741,Discharge,-1419264
2022-05-24 10:24:04,14.37895,-73.99754,Discharge,-1417415
2022-05-24 10:24:06,14.37664,-73.99425,Discharge,-1443109
2022-05-24 10:24:06,14.37516,-74.00936,Discharge,-1437970
2022-05-24 10:24:07,14.37282,-74.00597,Discharge,-1465309
2022-05-24 10:24:07,14.37738,-73.99757,Discharge,-1458525
2022-05-24 10:24:08,14.37283,-74.00587,Discharge,-1487509
2022-05-24 10:24:08,14.37359,-74.00924,Discharge,-1479081
2022-05-24 10:24:09,14.37138,-73.98735,Discharge,-1509709
2022-05-24 10:24:09,14.37213,-73.99741,Discharge,-1499637
2022-05-24 10:24:09,14.37139,-74.01774,Discharge,-1520192
2022-05-24 10:24:10,14.37063,-74.01096,Discharge,-1531909
2022-05-24 10:24:10,14.36533,-73.99239,Discharge,-1540748
2022-05-24 10:24:11,14.36833,-73.99582,Discharge,-1554315
2022-05-24 10:24:11,14.36904,-74.00259,Discharge,-1561303
2022-05-24 10:24:12,14.36601,-73.99249,Discharge,-1576309
2022-05-24 10:24:13,14.36676,-74.01275,Discharge,-1581859
2022-05-24 10:24:13,14.36677,-73.98739,Discharge,-1598715
2022-05-24 10:24:14,14.36299,-74.01099,Discharge,-1602415
2022-05-24 10:24:14,14.36599,-74.00237,Discharge,-1620915
2022-05-24 10:24:15,14.3637,-73.98888,Discharge,-1622970
2022-05-24 10:24:15,14.36447,-73.9956,Discharge,-1643321
2022-05-24 10:24:15,14.36447,-73.99728,Discharge,-1643526
2022-05-24 10:24:16,14.36301,-74.00566,Discharge,-1665521
2022-05-24 10:24:16,14.36301,-73.99723,Discharge,-1664082
2022-05-24 10:24:17,14.35627,-73.99711,Discharge,-1687926
2022-05-24 10:24:17,14.36005,-74.00388,Discharge,-1684637
2022-05-24 10:24:19,14.35935,-74.00215,Discharge,-1710332
2022-05-24 10:24:19,14.35858,-74.00382,Discharge,-1705193
2022-05-24 10:24:20,14.35026,-73.99541,Discharge,-1732326
2022-05-24 10:24:20,14.35706,-74.01235,Discharge,-1725749
2022-05-24 10:24:21,14.3518,-73.99365,Discharge,-1754732
2022-05-24 10:24:21,14.35634,-74.00887,Discharge,-1746304
2022-05-24 10:24:21,14.35258,-74.00034,Discharge,-1766860
2022-05-24 10:24:22,14.35029,-74.01045,Discharge,-1778165
2022-05-24 10:24:22,14.348,-74.00706,Discharge,-1787415
2022-05-24 10:24:23,14.34951,-74.00368,Discharge,-1800571
2022-05-24 10:24:23,14.35106,-73.99694,Discharge,-1807971
2022-05-24 10:24:24,14.34654,-74.00035,Discharge,-1822976
2022-05-24 10:24:25,14.34732,-73.99702,Discharge,-1828526
2022-05-24 10:24:25,14.34649,-73.9903,Discharge,-1845176
2022-05-24 10:24:26,14.34724,-74.00717,Discharge,-1849082
2022-05-24 10:24:26,14.34947,-74.00718,Discharge,-1867582
2022-05-24 10:24:27,14.3472,-74.00379,Discharge,-1869637
2022-05-24 10:24:27,14.34579,-74.00043,Discharge,-1889987
2022-05-24 10:24:27,14.34503,-74.00043,Discharge,-1890193
2022-05-24 10:24:28,14.3473,-73.99538,Discharge,-1912187
2022-05-24 10:24:28,14.33898,-73.98693,Discharge,-1910748
2022-05-24 10:24:29,14.33972,-73.99703,Discharge,-1934388
2022-05-24 10:24:29,14.34196,-73.99873,Discharge,-1931304
2022-05-24 10:24:31,14.3353,-74.00546,Discharge,-1956587
2022-05-24 10:24:31,14.33982,-73.997,Discharge,-1951859
2022-05-24 10:24:32,14.33155,-74.00726,Discharge,-1978788
2022-05-24 10:24:32,14.33607,-74.00049,Discharge,-1972415
2022-05-24 10:24:33,14.33526,-74.00551,Discharge,-2001193
2022-05-24 10:24:33,14.33908,-74.00045,Discharge,-1992971
2022-05-24 10:24:34,14.32916,-73.98868,Discharge,-2023599
2022-05-24 10:24:34,14.33297,-74.00216,Discharge,-2013526
2022-05-24 10:24:34,14.33521,-74.009,Discharge,-2034082
2022-05-24 10:24:35,14.32843,-73.99203,Discharge,-2046004
2022-05-24 10:24:35,14.33304,-74.00385,Discharge,-2054637
2022-05-24 10:24:36,14.32997,-73.99713,Discharge,-2068410
2022-05-24 10:24:37,14.33149,-74.00052,Discharge,-2075194
2022-05-24 10:24:37,14.32616,-74.01237,Discharge,-2090816
2022-05-24 10:24:38,14.32989,-73.99548,Discharge,-2095749
2022-05-24 10:24:38,14.32234,-74.00407,Discharge,-2113016
2022-05-24 10:24:39,14.32841,-74.00912,Discharge,-2116305
2022-05-24 10:24:39,14.32765,-74.00246,Discharge,-2135627
2022-05-24 10:24:39,14.32841,-74.00416,Discharge,-2136861
2022-05-24 10:24:40,14.32076,-73.99916,Discharge,-2157828
2022-05-24 10:24:40,14.32303,-74.00253,Discharge,-2157416
2022-05-24 10:24:41,14.3199,-74.00256,Discharge,-2180233
2022-05-24 10:24:41,14.32143,-74.00932,Discharge,-2177972
2022-05-24 10:24:43,14.32058,-74.00088,Discharge,-2202433
2022-05-24 10:24:43,14.32286,-74.0144,Discharge,-2198528
2022-05-24 10:24:44,14.32209,-74.00417,Discharge,-2224839
2022-05-24 10:24:44,14.32135,-74.01258,Discharge,-2219084
2022-05-24 10:24:45,14.32054,-73.99056,Discharge,-2247245
2022-05-24 10:24:45,14.3198,-74.00237,Discharge,-2239639
2022-05-24 10:24:46,14.31215,-74.00072,Discharge,-2269445
2022-05-24 10:24:46,14.32054,-73.994,Discharge,-2260195
